movieId,Ratings,class
2132,4.1,yes
2133,3.3,yes
2134,3.1,yes
2135,3.8,yes
2136,2.5,no
2137,3.5,yes
2138,4,yes
2139,3.5,yes
2140,3.5,yes
2141,3.2,yes
2142,2.7,no
2143,3.1,yes
2144,3.6,yes
2145,3.2,yes
2146,3.2,yes
2147,2.7,no
2148,3.1,yes
2149,1.8,no
2150,3.9,yes
2151,3.8,yes
2152,2,no
2153,2.3,no
2154,1.8,no
2155,3.6,yes
2156,4,yes
2159,3.9,yes
2160,4.2,yes
2161,3.6,yes
2162,2.5,no
2163,2.2,no
2164,1,no
2165,3.5,yes
2166,2.5,no
2167,3.4,yes
2169,2.3,no
2170,2.4,no
2171,3.3,yes
2172,3,yes
2174,3.5,yes
2175,4.5,yes
2176,3.9,yes
2177,3.2,yes
2178,3.5,yes
2179,3,yes
2180,3.5,yes
2181,3.6,yes
2182,2.9,no
2183,3.6,yes
2184,3.4,yes
2185,4,yes
2186,4,yes
2187,3.5,yes
2188,2,no
2190,2,no
2193,3.3,yes
2194,3.9,yes
2195,3.2,yes
2196,5,yes
2201,3.5,yes
2202,4.4,yes
2203,4.1,yes
2204,3.9,yes
2205,2.9,no
2206,4,yes
2207,3,yes
2208,3.9,yes
2210,3.2,yes
2211,3,yes
2212,3.7,yes
2226,1,no
2227,3.5,yes
2231,3.9,yes
2232,3.4,yes
2236,3,yes
2239,4.7,yes
2240,3.9,yes
2241,3.5,yes
2243,3.4,yes
2244,1.5,no
2245,3.2,yes
2247,3,yes
2248,3.9,yes
2249,3.2,yes
2252,2.5,no
2253,2.4,no
2255,1.5,no
2256,2.5,no
2257,4,yes
2259,3.2,yes
2260,2.5,no
2261,3,yes
2262,3,yes
2263,2.8,no
2264,2.8,no
2265,2.4,no
2266,3.1,yes
2267,2.5,no
2268,3.8,yes
2269,3,yes
2271,3,yes
2272,2.8,no
2273,3.3,yes
2275,3.6,yes
2278,3.5,yes
2279,2.4,no
2280,3,yes
2281,2.5,no
2282,3.4,yes
2283,3.5,yes
2286,2,no
2287,3.8,yes
2288,3.9,yes
2289,3.9,yes
2290,3.6,yes
2291,3.7,yes
2292,2.5,no
2294,3.2,yes
2295,4.5,yes
2296,2.1,no
2297,3.6,yes
2298,4,yes
2300,4,yes
2301,3.6,yes
2302,3.3,yes
2303,3.6,yes
2304,4,yes
2306,2.6,no
2307,3,yes
2310,3.7,yes
2311,3.6,yes
2312,3.8,yes
2313,4,yes
2314,4.5,yes
2315,2.2,no
2316,3.2,yes
2318,4.1,yes
2320,3,yes
2321,3.5,yes
2322,3.1,yes
2323,4.2,yes
2324,4.1,yes
2325,3.1,yes
2327,3.7,yes
2328,2.4,no
2329,4.2,yes
2330,4.5,yes
2331,3,yes
2332,1.2,no
2333,4.1,yes
2334,2.8,no
2335,3.2,yes
2336,3.7,yes
2337,3.4,yes
2338,2.1,no
2339,1.5,no
2340,3,yes
2342,4,yes
2344,3.2,yes
2346,3.2,yes
2347,2.3,no
2348,3.4,yes
2349,3.5,yes
2350,3.5,yes
2351,4.3,yes
2352,3.8,yes
2353,3.5,yes
2354,2.5,no
2355,3.5,yes
2356,2.6,no
2357,4.4,yes
2358,4,yes
2359,3.7,yes
2360,4.5,yes
2361,2.8,no
2362,4,yes
2363,2.2,no
2364,1.5,no
2365,2.5,no
2366,3.6,yes
2367,2.7,no
2368,2,no
2369,2.7,no
2370,3,yes
2371,3.1,yes
2372,2.2,no
2373,2.3,no
2374,3.2,yes
2375,2.9,no
2376,3.2,yes
2377,2.5,no
2378,3,yes
2379,2.5,no
2380,2.3,no
2381,2.1,no
2382,2.5,no
2383,1.5,no
2384,2.8,no
2385,2.3,no
2387,3.4,yes
2388,4,yes
2389,1.9,no
2390,3.9,yes
2391,3.8,yes
2392,1.9,no
2393,3.2,yes
2394,3.5,yes
2395,3.5,yes
2396,3.8,yes
2398,4.1,yes
2399,2.2,no
2400,3,yes
2401,3.8,yes
2402,2.7,no
2403,3.6,yes
2404,1.9,no
2405,2.8,no
2406,3.5,yes
2407,3.3,yes
2408,2.3,no
2409,3.2,yes
2410,2.7,no
2411,2.7,no
2412,1.9,no
2413,3.4,yes
2414,3.4,yes
2415,3,yes
2416,2.9,no
2417,1,no
2418,2.8,no
2419,3.8,yes
2420,3.6,yes
2421,2.8,no
2422,1.8,no
2423,3.6,yes
2424,3.1,yes
2425,4,yes
2427,3.3,yes
2428,2.5,no
2429,2.8,no
2430,2.8,no
2431,3.4,yes
2432,3.1,yes
2433,3,yes
2435,4,yes
2436,4.2,yes
2439,3.2,yes
2442,3.8,yes
2443,3.4,yes
2445,2.7,no
2446,2,no
2447,3.3,yes
2448,2.7,no
2450,2.2,no
2451,3,yes
2453,2.2,no
2454,3.4,yes
2455,3.4,yes
2456,2.3,no
2457,3.6,yes
2458,2.8,no
2459,3.3,yes
2460,2,no
2462,3,yes
2463,3.3,yes
2465,1.5,no
2467,3.8,yes
2468,2.5,no
2469,3.2,yes
2470,3.2,yes
2471,2.5,no
2472,3,yes
2473,2.6,no
2474,3.5,yes
2475,3.7,yes
2476,3.8,yes
2477,3.3,yes
2478,3.1,yes
2481,4,yes
2482,3,yes
2483,3.5,yes
2485,2.8,no
2488,3,yes
2490,3.4,yes
2491,3.6,yes
2492,3,yes
2493,4,yes
2494,4,yes
2495,4,yes
2496,3.1,yes
2497,2.9,no
2498,2.1,no
2500,2,no
2501,3.8,yes
2502,4.1,yes
2503,4,yes
2504,3.2,yes
2505,2.9,no
2506,3.3,yes
2511,4.7,yes
2512,5,yes
2513,2.8,no
2514,1.8,no
2515,1.8,no
2516,1,no
2517,3,yes
2518,3,yes
2520,2.2,no
2521,3.5,yes
2522,3.2,yes
2523,2.5,no
2524,3.2,yes
2525,2,no
2526,1.8,no
2527,3.4,yes
2528,3.2,yes
2529,3.8,yes
2530,2.8,no
2531,2.8,no
2532,2.8,no
2533,3,yes
2534,2.5,no
2535,2.7,no
2537,2,no
2538,1,no
2539,3.1,yes
2540,2.5,no
2541,3.2,yes
2542,4.1,yes
2544,3,yes
2546,3.2,yes
2548,1.8,no
2549,2.9,no
2550,4,yes
2551,3.7,yes
2552,1.5,no
2553,3.1,yes
2554,3.2,yes
2555,1.7,no
2557,4.5,yes
2558,2.3,no
2559,3,yes
2560,3,yes
2561,2.8,no
2563,4.2,yes
2565,4.2,yes
2566,2,no
2567,3,yes
2568,3.2,yes
2570,3.2,yes
2571,4.2,yes
2572,3.5,yes
2573,1,no
2574,2,no
2575,3.8,yes
2577,3,yes
2579,3.8,yes
2580,4,yes
2581,3,yes
2582,3,yes
2583,3.9,yes
2585,4.2,yes
2586,1.8,no
2587,3.2,yes
2589,3.5,yes
2590,2.5,no
2593,3.4,yes
2594,3.8,yes
2596,3.8,yes
2597,2.8,no
2598,2.8,no
2599,3.7,yes
2600,3.9,yes
2605,3,yes
2606,2.6,no
2607,4,yes
2609,4,yes
2611,3,yes
2612,4,yes
2613,2.9,no
2614,1,no
2615,2.9,no
2616,2.9,no
2617,3.1,yes
2618,3.4,yes
2620,3,yes
2622,3.1,yes
2623,1,no
2624,4.2,yes
2625,2.5,no
2628,3.1,yes
2629,2.5,no
2630,3.5,yes
2632,4,yes
2633,3.3,yes
2634,3.3,yes
2639,3.1,yes
2640,3.6,yes
2641,3,yes
2642,2.2,no
2643,1.7,no
2644,3.3,yes
2648,3.9,yes
2651,1,no
2652,3,yes
2654,3.6,yes
2655,2,no
2656,3,yes
2657,3.3,yes
2659,2,no
2660,3.5,yes
2661,3,yes
2662,3.2,yes
2664,3.8,yes
2665,1,no
2668,2.9,no
2669,3.5,yes
2670,3.6,yes
2671,3.5,yes
2672,3,yes
2674,2.2,no
2676,3.2,yes
2677,4.4,yes
2681,3,yes
2682,4,yes
2683,3.2,yes
2686,4,yes
2687,3.5,yes
2688,2.9,no
2690,3.7,yes
2691,3.7,yes
2692,4,yes
2693,3.4,yes
2694,3.2,yes
2695,2,no
2696,4.3,yes
2697,3.5,yes
2698,2,no
2699,2.8,no
2700,3.9,yes
2701,2.2,no
2702,3.4,yes
2706,3.4,yes
2707,3.3,yes
2708,4,yes
2709,3.2,yes
2710,2.8,no
2712,3.5,yes
2713,2.7,no
2716,3.8,yes
2717,3,yes
2718,3.2,yes
2719,2.1,no
2720,2.1,no
2722,2.8,no
2723,3.1,yes
2724,2.8,no
2725,2,no
2726,4.1,yes
2727,3,yes
2728,3.6,yes
2729,3.5,yes
2730,3.7,yes
2731,4,yes
2732,4.5,yes
2733,2,no
2734,3.2,yes
2735,2.7,no
2736,3.6,yes
2737,4,yes
2738,4,yes
2739,3.9,yes
2740,1,no
2741,2,no
2742,1,no
2743,3,yes
2744,4,yes
2745,3.5,yes
2746,3.3,yes
2747,3,yes
2748,1.8,no
2749,4,yes
2750,3.1,yes
2751,4,yes
2752,2.8,no
2754,1,no
2757,3.5,yes
2759,3.5,yes
2761,4.1,yes
2762,3.9,yes
2763,3.6,yes
2764,4,yes
2765,3.5,yes
2766,3.2,yes
2769,3.4,yes
2770,3,yes
2771,3.2,yes
2772,2.8,no
2774,3,yes
2775,1,no
2779,3.3,yes
2782,3.3,yes
2784,3.2,yes
2786,1.8,no
2787,2.4,no
2788,4.1,yes
2789,2.9,no
2790,2,no
2791,3.9,yes
2792,3.2,yes
2793,2.3,no
2794,2.6,no
2795,3.7,yes
2796,2.6,no
2797,3.7,yes
2798,1.6,no
2799,1.3,no
2800,2.5,no
2801,4.5,yes
2802,3,yes
2803,2.9,no
2804,4,yes
2805,3,yes
2806,2.3,no
2807,2.6,no
2808,2.2,no
2810,4.2,yes
2812,3,yes
2813,1,no
2815,2.3,no
2816,1.7,no
2817,2,no
2818,1,no
2819,3.8,yes
2820,4,yes
2822,3.1,yes
2824,5,yes
2826,2.9,no
2827,2.3,no
2828,1.5,no
2829,3.1,yes
2835,1,no
2836,3.5,yes
2837,3,yes
2839,4,yes
2840,2.9,no
2841,3.5,yes
2843,3.9,yes
2844,2.7,no
2846,3.9,yes
2847,3,yes
2848,4,yes
2851,3.2,yes
2852,4,yes
2856,3,yes
2857,3.3,yes
2858,4.1,yes
2859,3.9,yes
2860,2.6,no
2861,3.4,yes
2862,1,no
2863,3.5,yes
2865,4,yes
2866,3.6,yes
2867,3.6,yes
2868,2,no
2870,3.3,yes
2871,3.9,yes
2872,3.6,yes
2874,3.7,yes
2875,3,yes
2876,2,no
2877,3,yes
2878,2,no
2879,3.2,yes
2880,3.1,yes
2881,3,yes
2882,2,no
2883,3.2,yes
2884,2,no
2885,2,no
2886,1.5,no
2887,1,no
2888,2.1,no
2889,3.8,yes
2890,3.7,yes
2891,4,yes
2892,1,no
2893,3,yes
2894,4,yes
2896,3,yes
2897,4,yes
2898,2,no
2899,3,yes
2900,2.5,no
2901,2.9,no
2902,2.5,no
2903,2.5,no
2905,4.2,yes
2906,2.6,no
2907,3.6,yes
2908,3.6,yes
2912,3.9,yes
2915,3.4,yes
2916,3.7,yes
2917,4,yes
2918,3.8,yes
2919,3.8,yes
2921,4.2,yes
2922,3.6,yes
2924,4,yes
2925,4.1,yes
2926,3.3,yes
2927,3.5,yes
2928,3.5,yes
2929,3.2,yes
2930,3.5,yes
2931,4.2,yes
2932,3.7,yes
2935,4,yes
2936,4,yes
2937,4.1,yes
2939,0,no
2940,4,yes
2941,3.8,yes
2942,2.9,no
2943,4.2,yes
2944,4,yes
2946,3.4,yes
2947,3.8,yes
2948,3.8,yes
2949,3.7,yes
2950,2.5,no
2951,3.9,yes
2952,3.5,yes
2953,2.5,no
2956,3.2,yes
2959,4.3,yes
2961,2.4,no
2962,3,yes
2964,1,no
2965,2,no
2966,3.9,yes
2967,4,yes
2968,3.7,yes
2969,5,yes
2970,3.4,yes
2971,4.1,yes
2972,5,yes
2973,3.9,yes
2974,2.5,no
2975,3,yes
2976,3.4,yes
2977,3,yes
2978,3,yes
2979,3,yes
2982,2,no
2983,4,yes
2984,4.5,yes
2985,3.4,yes
2986,2.6,no
2987,3.6,yes
2988,4,yes
2989,3.5,yes
2990,3.3,yes
2991,3.7,yes
2992,3.5,yes
2993,3.5,yes
2995,2.4,no
2996,3.1,yes
2997,4,yes
3000,4,yes
3002,4,yes
3003,4.5,yes
3004,2.5,no
3005,2.8,no
3006,3.7,yes
3007,3.8,yes
3008,4,yes
3010,4,yes
3011,3.2,yes
3013,4,yes
3014,2,no
3015,3.7,yes
3016,3.1,yes
3017,3,yes
3018,3.4,yes
3019,4.2,yes
3020,3.5,yes
3021,2,no
3022,4,yes
3024,2.6,no
3028,2.5,no
3029,3.2,yes
3030,4.2,yes
3031,2.4,no
3032,3.7,yes
3033,3.5,yes
3034,3.5,yes
3035,3.8,yes
3036,3.8,yes
3037,4.1,yes
3038,4.2,yes
3039,3.7,yes
3040,3.2,yes
3041,2.1,no
3042,2.5,no
3043,1,no
3044,3.8,yes
3045,3.6,yes
3046,4.5,yes
3048,2,no
3051,2.5,no
3052,3.6,yes
3053,3.9,yes
3054,2.3,no
3055,3.3,yes
3056,4,yes
3057,4,yes
3060,3.9,yes
3061,3.6,yes
3062,4,yes
3063,2.2,no
3064,2.3,no
3066,3.9,yes
3067,3.6,yes
3068,4.4,yes
3070,3.5,yes
3071,3.5,yes
3072,3.6,yes
3073,5,yes
3074,4.2,yes
3075,4.2,yes
3076,3.6,yes
3077,4,yes
3078,4,yes
3079,3.1,yes
3081,3.5,yes
3082,3.3,yes
3083,4.2,yes
3086,5,yes
3087,3.2,yes
3088,3.8,yes
3089,4.1,yes
3090,4.2,yes
3091,4.1,yes
3093,3.8,yes
3094,4,yes
3095,4.1,yes
3096,5,yes
3097,3.7,yes
3098,3.6,yes
3099,3.1,yes
3100,3.9,yes
3101,3.1,yes
3102,3.6,yes
3103,2.8,no
3104,3.6,yes
3105,3.7,yes
3106,1,no
3107,3.3,yes
3108,3.8,yes
3109,3.5,yes
3111,4.2,yes
3112,3,yes
3113,2.7,no
3114,3.9,yes
3115,4,yes
3117,3.9,yes
3120,3.5,yes
3125,4,yes
3127,2.8,no
3129,3.7,yes
3130,2.4,no
3132,2,no
3134,3.7,yes
3135,3.7,yes
3138,3,yes
3141,1.2,no
3142,3.2,yes
3143,3,yes
3145,3.2,yes
3146,2.3,no
3147,4.1,yes
3148,3.8,yes
3150,3.2,yes
3152,4.5,yes
3153,4.4,yes
3155,3.7,yes
3156,2.8,no
3157,2.8,no
3158,3.7,yes
3159,3.8,yes
3160,3.7,yes
3161,3,yes
3162,3,yes
3163,3.9,yes
3165,3,yes
3167,3.5,yes
3168,3.6,yes
3169,3.3,yes
3171,4,yes
3173,3,yes
3174,3.5,yes
3175,3.6,yes
3176,3.3,yes
3177,3.2,yes
3178,3.5,yes
3179,3.3,yes
3181,3.9,yes
3182,4,yes
3183,3,yes
3185,3.3,yes
3186,3.5,yes
3189,3.5,yes
3190,2,no
3192,3,yes
3194,3.6,yes
3196,3.7,yes
3197,2.9,no
3198,3.9,yes
3200,4.2,yes
3201,4.5,yes
3203,3.2,yes
3204,3.7,yes
3206,2.3,no
3208,2.2,no
3210,3.5,yes
3211,3.8,yes
3213,4.1,yes
3214,3.5,yes
3217,3.5,yes
3219,3.2,yes
3221,3.7,yes
3223,3,yes
3224,4.8,yes
3225,2,no
3230,3.9,yes
3235,3.7,yes
3238,1.6,no
3240,3.2,yes
3241,4.5,yes
3243,2.4,no
3244,3.7,yes
3246,4.2,yes
3247,3,yes
3248,1.9,no
3249,3.1,yes
3250,3.2,yes
3251,3.7,yes
3252,3.6,yes
3253,3.5,yes
3254,3.3,yes
3255,3.5,yes
3256,3.5,yes
3257,2.9,no
3258,2.9,no
3259,3.1,yes
3260,4,yes
3261,3.2,yes
3262,3.4,yes
3263,3,yes
3264,2.4,no
3265,4,yes
3266,4.5,yes
3267,3.6,yes
3268,1.8,no
3269,2.9,no
3270,2.8,no
3271,3.7,yes
3272,3.4,yes
3273,2.7,no
3274,3.4,yes
3275,4.2,yes
3276,1,no
3280,1.5,no
3281,2,no
3283,3.2,yes
3284,3,yes
3285,3.1,yes
3286,2.3,no
3287,3.2,yes
3289,4.5,yes
3294,1.5,no
3295,4,yes
3296,4.1,yes
3298,3.7,yes
3299,2.7,no
3300,3.6,yes
3301,3.5,yes
3302,4.8,yes
3303,5,yes
3306,4.1,yes
3307,3.8,yes
3308,2.9,no
3310,4.1,yes
3313,1.5,no
3315,4.5,yes
3316,2.5,no
3317,3.7,yes
3323,4,yes
3324,1.3,no
3325,2.2,no
3326,3.2,yes
3327,3.7,yes
3328,4.1,yes
3329,4,yes
3330,4.2,yes
3331,2,no
3334,4.2,yes
3338,0,no
3341,4.3,yes
3342,3.5,yes
3344,4,yes
3345,3,yes
3347,4.2,yes
3350,3.8,yes
3353,4.5,yes
3354,2.7,no
3355,3.2,yes
3357,4,yes
3358,3.8,yes
3359,4.1,yes
3360,3.7,yes
3361,3.7,yes
3362,3.9,yes
3363,3.8,yes
3364,3.7,yes
3365,4.1,yes
3368,3.2,yes
3370,2.5,no
3372,4,yes
3374,4,yes
3378,4,yes
3379,4.5,yes
3384,4.5,yes
3385,2.8,no
3386,3.5,yes
3387,2.9,no
3388,2.5,no
3389,2,no
3390,2,no
3391,2.5,no
3392,2.3,no
3393,1.3,no
3394,2.4,no
3395,3,yes
3396,3.6,yes
3397,3.5,yes
3398,3.3,yes
3400,3,yes
3401,2.2,no
3402,4,yes
3403,4,yes
3404,3.6,yes
3405,3,yes
3406,3,yes
3408,3.5,yes
3409,2.9,no
3410,4,yes
3412,3.4,yes
3414,4,yes
3415,4.2,yes
3417,3,yes
3418,3.5,yes
3420,3.2,yes
3421,3.7,yes
3422,3.3,yes
3423,2.2,no
3424,4,yes
3425,3.4,yes
3426,3.1,yes
3428,3,yes
3429,4.2,yes
3430,3,yes
3431,1.7,no
3432,1.5,no
3433,1,no
3434,1,no
3435,4.3,yes
3436,3.8,yes
3438,3,yes
3439,2.7,no
3440,2.1,no
3441,3.4,yes
3442,1,no
3444,2.9,no
3445,3.5,yes
3446,2.8,no
3447,4,yes
3448,3.8,yes
3449,4,yes
3450,3.3,yes
3451,4.5,yes
3452,3.1,yes
3453,3,yes
3454,2.2,no
3455,2.5,no
3456,0,no
3459,4,yes
3461,3,yes
3462,3.7,yes
3466,3,yes
3467,3.8,yes
3468,4.3,yes
3469,4.1,yes
3470,4.3,yes
3471,3.7,yes
3473,5,yes
3474,4,yes
3475,4.5,yes
3476,3.6,yes
3477,3.4,yes
3478,2.8,no
3479,3.3,yes
3480,3.3,yes
3481,3.7,yes
3483,3.1,yes
3484,2.8,no
3489,3.4,yes
3492,4,yes
3494,4,yes
3496,5,yes
3497,2.5,no
3498,4,yes
3499,3.8,yes
3500,3,yes
3501,2.3,no
3502,3.5,yes
3503,4.1,yes
3504,4,yes
3505,3.7,yes
3506,3,yes
3507,4.1,yes
3508,4.2,yes
3510,3.4,yes
3511,2.2,no
3512,3.6,yes
3513,3.1,yes
3514,3,yes
3515,3.6,yes
3516,3.4,yes
3519,2.9,no
3521,3.4,yes
3524,2.8,no
3525,2.9,no
3526,3.7,yes
3527,3.6,yes
3528,3.4,yes
3529,3.5,yes
3531,5,yes
3534,3.3,yes
3535,3.8,yes
3536,3.5,yes
3537,3.3,yes
3538,3.2,yes
3539,3.2,yes
3543,3.8,yes
3544,2.3,no
3545,3,yes
3546,4.5,yes
3548,3.7,yes
3549,3.9,yes
3550,3.7,yes
3551,3.5,yes
3552,3.8,yes
3553,2.4,no
3554,3,yes
3555,3.4,yes
3556,3.8,yes
3557,2.9,no
3559,3.7,yes
3563,2.5,no
3564,1.6,no
3565,3.5,yes
3566,2.9,no
3567,5,yes
3568,4,yes
3569,4,yes
3571,3,yes
3572,2,no
3573,1.5,no
3574,1,no
3576,3.5,yes
3577,2,no
3578,3.9,yes
3580,3.5,yes
3581,3.5,yes
3584,2,no
3586,4,yes
3587,2.5,no
3590,2,no
3591,2.7,no
3592,4.5,yes
3593,1.7,no
3594,3.2,yes
3596,1,no
3597,2,no
3598,3,yes
3599,3.2,yes
3604,0.5,no
3606,3.8,yes
3608,2.9,no
3609,3.5,yes
3614,2.9,no
3615,3.1,yes
3616,3.3,yes
3617,3.1,yes
3618,3.5,yes
3619,2,no
3622,3,yes
3623,2.7,no
3624,3.2,yes
3625,2,no
3626,3.3,yes
3627,3.9,yes
3628,3,yes
3629,4.1,yes
3632,4,yes
3633,3.3,yes
3634,4,yes
3635,3.4,yes
3637,5,yes
3638,3.1,yes
3639,3.6,yes
3640,4,yes
3641,4,yes
3643,3.5,yes
3646,2.2,no
3648,4,yes
3649,2.7,no
3652,3,yes
3653,4.2,yes
3654,3.8,yes
3655,4.2,yes
3658,3,yes
3660,2,no
3661,3,yes
3662,3,yes
3663,2,no
3664,2,no
3667,1,no
3668,3.7,yes
3669,2.5,no
3671,3.9,yes
3672,3.8,yes
3673,4.5,yes
3674,4,yes
3675,4.2,yes
3676,3.8,yes
3677,4.1,yes
3678,5,yes
3679,3.8,yes
3680,3,yes
3681,4.2,yes
3682,3.7,yes
3683,4,yes
3684,3.1,yes
3685,3.8,yes
3686,2.9,no
3687,5,yes
3688,2.1,no
3689,1.8,no
3690,2,no
3691,3,yes
3692,3,yes
3693,2.1,no
3694,2,no
3695,2,no
3696,3.2,yes
3697,2.9,no
3698,3.2,yes
3699,3.2,yes
3700,2.5,no
3701,3.1,yes
3702,3.5,yes
3703,4,yes
3704,3.3,yes
3705,2.3,no
3706,3,yes
3707,2.7,no
3708,3,yes
3709,2,no
3710,1.7,no
3711,4,yes
3712,2.8,no
3713,4,yes
3714,2.5,no
3715,2.8,no
3716,1,no
3717,3.2,yes
3719,3,yes
3720,4,yes
3723,3.8,yes
3724,3.3,yes
3725,3.5,yes
3726,3.6,yes
3727,4.3,yes
3728,3.8,yes
3729,4,yes
3730,4.2,yes
3731,3,yes
3732,3,yes
3733,3.8,yes
3735,3.8,yes
3736,3,yes
3737,4,yes
3738,3,yes
3739,3.5,yes
3740,3.9,yes
3741,4.1,yes
3742,3.6,yes
3743,2,no
3744,2.7,no
3745,3.4,yes
3746,4,yes
3747,3.5,yes
3751,3.6,yes
3752,3.1,yes
3753,3.4,yes
3754,2.2,no
3755,3.2,yes
3756,4,yes
3758,3.5,yes
3760,3.5,yes
3761,4,yes
3763,3.2,yes
3764,2.3,no
3765,3,yes
3766,2.1,no
3767,1.7,no
3768,1.2,no
3769,3.3,yes
3770,2.7,no
3771,4,yes
3773,2,no
3774,0.8,no
3783,4,yes
3784,2.6,no
3785,2.9,no
3786,2.6,no
3787,4,yes
3788,3.7,yes
3789,3.5,yes
3790,4,yes
3791,3.2,yes
3792,5,yes
3793,3.7,yes
3794,2.5,no
3795,5,yes
3797,2.7,no
3798,3.2,yes
3799,1.6,no
3801,4,yes
3802,2,no
3806,3,yes
3807,3,yes
3808,4,yes
3809,3.3,yes
3810,3,yes
3811,3.9,yes
3812,3.5,yes
3813,4.2,yes
3814,4.2,yes
3816,4,yes
3819,4,yes
3821,2.3,no
3822,4.1,yes
3823,4,yes
3824,2.4,no
3825,2.7,no
3826,2.3,no
3827,2.9,no
3830,1.5,no
3831,3.9,yes
3832,4,yes
3833,1.5,no
3834,3,yes
3835,2.2,no
3836,4.1,yes
3837,2.5,no
3838,2,no
3839,1.7,no
3840,2.4,no
3841,2.8,no
3843,2.4,no
3844,3.3,yes
3845,4,yes
3846,3.6,yes
3847,2,no
3849,4,yes
3851,5,yes
3852,3.4,yes
3855,4.8,yes
3857,4,yes
3858,3.5,yes
3859,3.8,yes
3861,2.7,no
3862,3.8,yes
3863,3,yes
3864,2.1,no
3865,3.2,yes
3868,3.4,yes
3869,3.4,yes
3870,3,yes
3871,3.9,yes
3872,3.5,yes
3873,3.1,yes
3877,2.2,no
3879,2,no
3882,2.7,no
3884,1.5,no
3888,4,yes
3889,2.2,no
3893,3.3,yes
3894,4,yes
3895,1.5,no
3896,3.1,yes
3897,3.9,yes
3898,2.5,no
3899,1,no
3900,4,yes
3901,3.2,yes
3906,2.5,no
3908,1.5,no
3909,2,no
3910,4,yes
3911,3.7,yes
3912,2.5,no
3914,4,yes
3915,3.7,yes
3916,3.7,yes
3917,3.4,yes
3918,3.3,yes
3919,2.5,no
3920,4,yes
3922,1,no
3925,3.9,yes
3926,3,yes
3927,2.7,no
3928,3.8,yes
3929,2.5,no
3930,2.1,no
3932,3.5,yes
3933,0.5,no
3937,2.6,no
3938,2.8,no
3939,5,yes
3940,5,yes
3941,5,yes
3942,5,yes
3943,2.9,no
3945,3,yes
3946,2.5,no
3947,3.3,yes
3948,3.4,yes
3949,3.9,yes
3950,3.6,yes
3951,5,yes
3952,3.1,yes
3953,2.1,no
3955,1.6,no
3957,2.7,no
3958,2,no
3959,3.6,yes
3962,1.5,no
3963,3.8,yes
3964,3,yes
3965,3.5,yes
3966,3.5,yes
3967,3.9,yes
3968,3.1,yes
3969,3.4,yes
3971,2.8,no
3972,4.1,yes
3973,1.1,no
3974,3,yes
3977,2.7,no
3978,3.1,yes
3979,2.5,no
3980,3.4,yes
3981,2.3,no
3983,4.2,yes
3984,3.5,yes
3985,3.2,yes
3986,2.8,no
3987,2.4,no
3988,3,yes
3989,4,yes
3990,2.2,no
3991,2.8,no
3992,3.7,yes
3993,3,yes
3994,3.5,yes
3996,3.8,yes
3997,1.8,no
3998,3,yes
3999,2.6,no
4000,3,yes
4002,3.9,yes
4003,3.3,yes
4005,3.3,yes
4006,3.4,yes
4007,3.8,yes
4008,3.5,yes
4009,3,yes
4010,2.9,no
4011,4.2,yes
4012,2.5,no
4014,3.5,yes
4015,2.7,no
4016,3.7,yes
4017,3.5,yes
4018,3.1,yes
4019,3.7,yes
4020,2.9,no
4021,4.3,yes
4022,3.7,yes
4023,3.1,yes
4024,2.2,no
4025,3.1,yes
4027,3.8,yes
4029,3.9,yes
4030,1.8,no
4031,2.5,no
4032,4,yes
4033,3.9,yes
4034,3.9,yes
4035,2.8,no
4036,3.1,yes
4037,3.8,yes
4039,3.1,yes
4040,2.3,no
4041,3.6,yes
4042,3.4,yes
4043,3.3,yes
4046,4,yes
4047,3.7,yes
4051,0.5,no
4052,3.6,yes
4053,2.5,no
4054,2.8,no
4055,4,yes
4056,3.3,yes
4061,4,yes
4062,3.4,yes
4063,2.5,no
4064,3.5,yes
4065,2.5,no
4066,2.9,no
4067,3.4,yes
4068,2.7,no
4069,2.9,no
4074,3,yes
4077,4.5,yes
4078,4,yes
4079,4.2,yes
4080,3.2,yes
4081,1.8,no
4082,3.5,yes
4083,4,yes
4084,2.9,no
4085,3.4,yes
4086,3.5,yes
4089,2,no
4090,3.6,yes
4091,3.2,yes
4092,2.2,no
4093,1.5,no
4102,3.5,yes
4103,4,yes
4104,1.4,no
4105,3.8,yes
4109,2.6,no
4110,3,yes
4111,3,yes
4113,3,yes
4115,2,no
4116,5,yes
4117,4.3,yes
4121,3.1,yes
4123,2,no
4124,1.2,no
4125,0.8,no
4126,3.5,yes
4127,1.7,no
4128,3.7,yes
4129,1,no
4130,1.8,no
4131,1.8,no
4132,2.6,no
4133,2.6,no
4135,5,yes
4138,1,no
4139,3,yes
4141,2.5,no
4142,4.2,yes
4143,3.5,yes
4144,4.2,yes
4146,3,yes
4147,4,yes
4148,2.9,no
4149,2.8,no
4152,4.2,yes
4153,2.4,no
4154,4,yes
4155,3.3,yes
4156,2,no
4157,4.5,yes
4158,2.1,no
4159,2.7,no
4160,4.1,yes
4161,3.3,yes
4164,3.5,yes
4166,2.5,no
4167,3,yes
4168,2.8,no
4171,4,yes
4174,3,yes
4175,3.6,yes
4178,3.5,yes
4180,5,yes
4181,2,no
4184,4,yes
4187,3.8,yes
4189,2.5,no
4190,4,yes
4191,3.2,yes
4193,4,yes
4194,0,no
4195,3.8,yes
