movieId,title,genres,imdbId,links,,,Ratings,Class,
3494,True Grit (1969),"2,8,18",65126,http://www.imdb.com/title/tt065126,,,4,yes,
3496,Madame Sousatzka (1988),8,95564,http://www.imdb.com/title/tt095564,,,5,yes,
3497,Max Dugan Returns (1983),5,85919,http://www.imdb.com/title/tt085919,,,2.5,no,
3498,Midnight Express (1978),8,77928,http://www.imdb.com/title/tt077928,,,4,yes,
3499,Misery (1990),"8,11,16",100157,http://www.imdb.com/title/tt0100157,,,3.8,yes,
3500,Mr. Saturday Night (1992),"5,8",104928,http://www.imdb.com/title/tt0104928,,,3,no,
3501,Murphy's 14 (1985),"5,14",89643,http://www.imdb.com/title/tt089643,,,2.3,no,
3502,My Life (1993),8,107630,http://www.imdb.com/title/tt0107630,,,3.5,yes,
3503,Solaris (Solyaris) (1972),"8,13,15",69293,http://www.imdb.com/title/tt069293,,,4.1,yes,
3504,Network (1976),"5,8",74958,http://www.imdb.com/title/tt074958,,,4,yes,
3505,No Way Out (1987),"8,13,16",93640,http://www.imdb.com/title/tt093640,,,3.7,yes,
3506,North Dallas Forty (1979),"5,8",79640,http://www.imdb.com/title/tt079640,,,3,no,
3507,"Odd Couple, The (1968)",5,63374,http://www.imdb.com/title/tt063374,,,4.1,yes,
3508,"Outlaw Josey Wales, The (1976)","1,2,8,16,18",75029,http://www.imdb.com/title/tt075029,,,4.2,yes,
3510,Frequency (2000),"8,16",186151,http://www.imdb.com/title/tt0186151,,,3.4,yes,
3511,Ready to Rumble (2000),5,217756,http://www.imdb.com/title/tt0217756,,,2.2,no,
3512,Return to Me (2000),"8,14",122459,http://www.imdb.com/title/tt0122459,,,3.6,yes,
3513,Rules of Engagement (2000),"8,16",160797,http://www.imdb.com/title/tt0160797,,,3.1,yes,
3514,Joe Gould's Secret (2000),8,172632,http://www.imdb.com/title/tt0172632,,,3,no,
3515,Me Myself I (2000),"5,14",183503,http://www.imdb.com/title/tt0183503,,,3.6,yes,
3516,"Bell, Book and Candle (1958)","5,9,14",51406,http://www.imdb.com/title/tt051406,,,3.4,yes,
3519,Force 10 from Navarone (1978),"1,8,17",77572,http://www.imdb.com/title/tt077572,,,2.9,no,
3521,13 Train (1989),"5,8",97940,http://www.imdb.com/title/tt097940,,,3.4,yes,
3524,Arthur (1981),"5,14",82031,http://www.imdb.com/title/tt082031,,,2.8,no,
3525,Bachelor Party (1984),5,86927,http://www.imdb.com/title/tt086927,,,2.9,no,
3526,Parenthood (1989),"5,8",98067,http://www.imdb.com/title/tt098067,,,3.7,yes,
3527,Predator (1987),"1,15,16",93773,http://www.imdb.com/title/tt093773,,,3.6,yes,
3528,"Prince of Tides, The (1991)","8,14",102713,http://www.imdb.com/title/tt0102713,,,3.4,yes,
3529,"Postman Always Rings Twice, The (1981)","6,16",82934,http://www.imdb.com/title/tt082934,,,3.5,yes,
3531,All the Vermeers in New York (1990),"5,8,14",99014,http://www.imdb.com/title/tt099014,,,5,yes,
3534,28 Days (2000),8,191754,http://www.imdb.com/title/tt0191754,,,3.3,yes,
3535,American Psycho (2000),"6,11,13,16",144084,http://www.imdb.com/title/tt0144084,,,3.8,yes,
3536,Keeping the Faith (2000),"5,8,14",171433,http://www.imdb.com/title/tt0171433,,,3.5,yes,
3537,Where the Money Is (2000),"5,8",149367,http://www.imdb.com/title/tt0149367,,,3.3,yes,
3538,East is East (1999),5,166175,http://www.imdb.com/title/tt0166175,,,3.2,yes,
3539,"Filth and the Fury, The (2000)",7,236216,http://www.imdb.com/title/tt0236216,,,3.2,yes,
3543,Diner (1982),"5,8",83833,http://www.imdb.com/title/tt083833,,,3.8,yes,
3544,Shakes the Clown (1992),5,102898,http://www.imdb.com/title/tt0102898,,,2.3,no,
3545,Cabaret (1972),"8,12",68327,http://www.imdb.com/title/tt068327,,,3,no,
3546,What Ever Happened to Baby Jane? (1962),"8,11,16",56687,http://www.imdb.com/title/tt056687,,,4.5,yes,
3548,Auntie Mame (1958),"5,8",51383,http://www.imdb.com/title/tt051383,,,3.7,yes,
3549,Guys and Dolls (1955),"5,12,14",48140,http://www.imdb.com/title/tt048140,,,3.9,yes,
3550,The Hunger (1983),11,85701,http://www.imdb.com/title/tt085701,,,3.7,yes,
3551,Marathon Man (1976),"6,8,16",74860,http://www.imdb.com/title/tt074860,,,3.5,yes,
3552,Caddyshack (1980),5,80487,http://www.imdb.com/title/tt080487,,,3.8,yes,
3553,Gossip (2000),"8,16",176783,http://www.imdb.com/title/tt0176783,,,2.4,no,
3554,Love and Basketball (2000),"8,14",199725,http://www.imdb.com/title/tt0199725,,,3,no,
3555,U-571 (2000),"1,16,17",141926,http://www.imdb.com/title/tt0141926,,,3.4,yes,
3556,"Virgin Suicides, The (1999)","8,14",159097,http://www.imdb.com/title/tt0159097,,,3.8,yes,
3557,Jennifer 8 (1992),"13,16",104549,http://www.imdb.com/title/tt0104549,,,2.9,no,
3559,Limelight (1952),"5,8,14",44837,http://www.imdb.com/title/tt044837,,,3.7,yes,
3563,"Crow: Salvation, The (2000)","1,11",132910,http://www.imdb.com/title/tt0132910,,,2.5,no,
3564,"Flintstones in Viva Rock Vegas, The (2000)","4,5",158622,http://www.imdb.com/title/tt0158622,,,1.6,no,
3565,Where the Heart Is (2000),"5,8",198021,http://www.imdb.com/title/tt0198021,,,3.5,yes,
3566,"Big Kahuna, The (2000)","5,8",189584,http://www.imdb.com/title/tt0189584,,,2.9,no,
3567,Bossa Nova (2000),"5,8,14",180837,http://www.imdb.com/title/tt0180837,,,5,yes,
3568,Smiling Fish and Goat on Fire (1999),"5,14",162348,http://www.imdb.com/title/tt0162348,,,4,yes,
3569,"Idiots, The (Idioterne) (1998)","5,8",154421,http://www.imdb.com/title/tt0154421,,,4,yes,
3571,Time Code (2000),"5,8",220100,http://www.imdb.com/title/tt0220100,,,3,no,
3572,Carnosaur (1993),"11,15",106521,http://www.imdb.com/title/tt0106521,,,2,no,
3573,Carnosaur 2 (1995),"11,15",112634,http://www.imdb.com/title/tt0112634,,,1.5,no,
3574,Carnosaur 3: Primal Species (1996),"11,15",115834,http://www.imdb.com/title/tt0115834,,,1,no,
3576,"Hidden, The (1987)","1,11,15",93185,http://www.imdb.com/title/tt093185,,,3.5,yes,
3577,Two Moon Junction (1988),"8,14",96324,http://www.imdb.com/title/tt096324,,,2,no,
3578,Gladiator (2000),"1,2,8",172495,http://www.imdb.com/title/tt0172495,,,3.9,yes,
3580,Up at the Villa (2000),8,153464,http://www.imdb.com/title/tt0153464,,,3.5,yes,
3581,Human Traffic (1999),5,188674,http://www.imdb.com/title/tt0188674,,,3.5,yes,
3584,Breathless (1983),"1,8,14,16",85276,http://www.imdb.com/title/tt085276,,,2,no,
3586,The Idolmaker (1980),"8,14",80913,http://www.imdb.com/title/tt080913,,,4,yes,
3587,Inferno (1980),11,80923,http://www.imdb.com/title/tt080923,,,2.5,no,
3590,"Lords of Flatbush, The (1974)","5,8",71772,http://www.imdb.com/title/tt071772,,,2,no,
3591,Mr. Mom (1983),"5,8",85970,http://www.imdb.com/title/tt085970,,,2.7,no,
3592,"Time Masters (Maîtres du temps, Les) (1982)","3,15",84315,http://www.imdb.com/title/tt084315,,,4.5,yes,
3593,Battlefield Earth (2000),"1,15",185183,http://www.imdb.com/title/tt0185183,,,1.7,no,
3594,Center Stage (2000),"8,12",210616,http://www.imdb.com/title/tt0210616,,,3.2,yes,
3596,Screwed (2000),5,156323,http://www.imdb.com/title/tt0156323,,,1,no,
3597,Whipped (2000),5,174336,http://www.imdb.com/title/tt0174336,,,2,no,
3598,Hamlet (2000),"6,8,14,16",171359,http://www.imdb.com/title/tt0171359,,,3,no,
3599,Anchors Aweigh (1945),"5,12",37514,http://www.imdb.com/title/tt037514,,,3.2,yes,
3604,Gypsy (1962),12,56048,http://www.imdb.com/title/tt056048,,,0.5,no,
3606,On the Town (1949),"5,12,14",41716,http://www.imdb.com/title/tt041716,,,3.8,yes,
3608,Pee-wee's Big 2 (1985),"2,5",89791,http://www.imdb.com/title/tt089791,,,2.9,no,
3609,Regret to Inform (1998),7,181786,http://www.imdb.com/title/tt0181786,,,3.5,yes,
3614,Honeymoon in Vegas (1992),"5,14",104438,http://www.imdb.com/title/tt0104438,,,2.9,no,
3615,Dinosaur (2000),"2,3,4",130623,http://www.imdb.com/title/tt0130623,,,3.1,yes,
3616,Loser (2000),"5,14",217630,http://www.imdb.com/title/tt0217630,,,3.3,yes,
3617,Road Trip (2000),5,215129,http://www.imdb.com/title/tt0215129,,,3.1,yes,
3618,Small Time Crooks (2000),"5,6",196216,http://www.imdb.com/title/tt0196216,,,3.5,yes,
3619,"Hollywood Knights, The (1980)",5,80881,http://www.imdb.com/title/tt080881,,,2,no,
3622,"Twelve Chairs, The (1970)",5,66495,http://www.imdb.com/title/tt066495,,,3,no,
3623,Mission: Impossible II (2000),"1,2,16",120755,http://www.imdb.com/title/tt0120755,,,2.7,no,
3624,Shanghai Noon (2000),"1,2,5,18",184894,http://www.imdb.com/title/tt0184894,,,3.2,yes,
3625,Better Living Through Circuitry (1999),7,207998,http://www.imdb.com/title/tt0207998,,,2,no,
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),5,154443,http://www.imdb.com/title/tt0154443,,,3.3,yes,
3627,Carnival of Souls (1962),"11,16",55830,http://www.imdb.com/title/tt055830,,,3.9,yes,
3628,Flying Tigers (1942),"1,8,14,17",34742,http://www.imdb.com/title/tt034742,,,3,no,
3629,"Gold Rush, The (1925)","2,5,14",15864,http://www.imdb.com/title/tt015864,,,4.1,yes,
3632,Monsieur Verdoux (1947),"5,6",39631,http://www.imdb.com/title/tt039631,,,4,yes,
3633,On Her Majesty's Secret Service (1969),"1,2,14,16",64757,http://www.imdb.com/title/tt064757,,,3.3,yes,
3634,Seven Days in May (1964),16,58576,http://www.imdb.com/title/tt058576,,,4,yes,
3635,"Spy Who Loved Me, The (1977)","1,2,16",76752,http://www.imdb.com/title/tt076752,,,3.4,yes,
3637,Vagabond (Sans toit ni loi) (1985),8,89960,http://www.imdb.com/title/tt089960,,,5,yes,
3638,Moonraker (1979),"1,2,15,16",79574,http://www.imdb.com/title/tt079574,,,3.1,yes,
3639,"Man with the Golden Gun, The (1974)","1,2,16",71807,http://www.imdb.com/title/tt071807,,,3.6,yes,
3640,"King in New York, A (1957)","5,8",50598,http://www.imdb.com/title/tt050598,,,4,yes,
3641,"Woman of Paris, A (1923)",8,14624,http://www.imdb.com/title/tt014624,,,4,yes,
3643,"Fighting Seabees, The (1944)","1,8,17",36824,http://www.imdb.com/title/tt036824,,,3.5,yes,
3646,Big Momma's House (2000),5,208003,http://www.imdb.com/title/tt0208003,,,2.2,no,
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)","11,15",50095,http://www.imdb.com/title/tt050095,,,4,yes,
3649,American Gigolo (1980),8,80365,http://www.imdb.com/title/tt080365,,,2.7,no,
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",11,81318,http://www.imdb.com/title/tt081318,,,3,no,
3653,"Endless Summer, The (1966)",7,60371,http://www.imdb.com/title/tt060371,,,4.2,yes,
3654,"Guns of Navarone, The (1961)","1,2,8,17",54953,http://www.imdb.com/title/tt054953,,,3.8,yes,
3655,Blow-Out (La grande bouffe) (1973),8,70130,http://www.imdb.com/title/tt070130,,,4.2,yes,
3658,Quatermass and the Pit (1967),"11,15",62168,http://www.imdb.com/title/tt062168,,,3,no,
3660,Puppet Master (1989),"11,15,16",98143,http://www.imdb.com/title/tt098143,,,2,no,
3661,Puppet Master II (1991),"11,15,16",100438,http://www.imdb.com/title/tt0100438,,,3,no,
3662,Puppet Master III: Toulon's Revenge (1991),"11,15,16",102728,http://www.imdb.com/title/tt0102728,,,3,no,
3663,Puppet Master 4 (1993),"11,15,16",107899,http://www.imdb.com/title/tt0107899,,,2,no,
3664,Puppet Master 5: The Final Chapter (1994),"11,15,16",110916,http://www.imdb.com/title/tt0110916,,,2,no,
3667,Rent-A-Cop (1988),"1,5,6",95977,http://www.imdb.com/title/tt095977,,,1,no,
3668,Romeo and Juliet (1968),"8,14",63518,http://www.imdb.com/title/tt063518,,,3.7,yes,
3669,Stay Tuned (1992),5,105466,http://www.imdb.com/title/tt0105466,,,2.5,no,
3671,Blazing Saddles (1974),"5,18",71230,http://www.imdb.com/title/tt071230,,,3.9,yes,
3672,Benji (1974),"2,4",71206,http://www.imdb.com/title/tt071206,,,3.8,yes,
3673,Benji the Hunted (1987),"2,4",92638,http://www.imdb.com/title/tt092638,,,4.5,yes,
3674,For the Love of Benji (1977),"2,4,5,8",76044,http://www.imdb.com/title/tt076044,,,4,yes,
3675,White Christmas (1954),"5,12,14",47673,http://www.imdb.com/title/tt047673,,,4.2,yes,
3676,Eraserhead (1977),"8,11",74486,http://www.imdb.com/title/tt074486,,,3.8,yes,
3677,Baraka (1992),7,103767,http://www.imdb.com/title/tt0103767,,,4.1,yes,
3678,"Man with the Golden Arm, The (1955)",8,48347,http://www.imdb.com/title/tt048347,,,5,yes,
3679,"Decline of 18 Civilization, The (1981)","7,12",82252,http://www.imdb.com/title/tt082252,,,3.8,yes,
3680,"Decline of 18 Civilization Part II: The Metal Years, The (1988)",7,94980,http://www.imdb.com/title/tt094980,,,3,no,
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),"1,8,16,18",59578,http://www.imdb.com/title/tt059578,,,4.2,yes,
3682,Magnum Force (1973),"1,6,8,16",70355,http://www.imdb.com/title/tt070355,,,3.7,yes,
3683,Blood Simple (1984),"6,8,10",86979,http://www.imdb.com/title/tt086979,,,4,yes,
3684,"Fabulous Baker Boys, The (1989)","8,14",97322,http://www.imdb.com/title/tt097322,,,3.1,yes,
3685,Prizzi's Honor (1985),"5,8,14",89841,http://www.imdb.com/title/tt089841,,,3.8,yes,
3686,Flatliners (1990),"11,15,16",99582,http://www.imdb.com/title/tt099582,,,2.9,no,
3687,Light Years (Gandahar) (1988),"2,3,9,15",95525,http://www.imdb.com/title/tt095525,,,5,yes,
3688,Porky's (1982),5,84522,http://www.imdb.com/title/tt084522,,,2.1,no,
3689,Porky's II: The Next Day (1983),5,86129,http://www.imdb.com/title/tt086129,,,1.8,no,
3690,Porky's Revenge (1985),5,89826,http://www.imdb.com/title/tt089826,,,2,no,
3691,Private School (1983),5,86143,http://www.imdb.com/title/tt086143,,,3,no,
3692,Class of Nuke 'Em High (1986),"5,11",90849,http://www.imdb.com/title/tt090849,,,3,no,
3693,"Toxic Avenger, The (1985)","5,11",90190,http://www.imdb.com/title/tt090190,,,2.1,no,
3694,"Toxic Avenger, Part II, The (1989)","5,11",98503,http://www.imdb.com/title/tt098503,,,2,no,
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)","5,11",98502,http://www.imdb.com/title/tt098502,,,2,no,
3696,Night of the Creeps (1986),"5,11,15,16",91630,http://www.imdb.com/title/tt091630,,,3.2,yes,
3697,Predator 2 (1990),"1,15,16",100403,http://www.imdb.com/title/tt0100403,,,2.9,no,
3698,"Running Man, The (1987)","1,15",93894,http://www.imdb.com/title/tt093894,,,3.2,yes,
3699,Starman (1984),"2,8,14,15",88172,http://www.imdb.com/title/tt088172,,,3.2,yes,
3700,"Brother from Another Planet, The (1984)","8,15",87004,http://www.imdb.com/title/tt087004,,,2.5,no,
3701,Alien Nation (1988),"6,8,15,16",94631,http://www.imdb.com/title/tt094631,,,3.1,yes,
3702,Mad Max (1979),"1,2,15",79501,http://www.imdb.com/title/tt079501,,,3.5,yes,
3703,"Road 17rior, The (Mad Max 2) (1981)","1,2,15,16",82694,http://www.imdb.com/title/tt082694,,,4,yes,
3704,Mad Max Beyond Thunderdome (1985),"1,2,15",89530,http://www.imdb.com/title/tt089530,,,3.3,yes,
3705,Bird on a Wire (1990),"1,5,14",99141,http://www.imdb.com/title/tt099141,,,2.3,no,
3706,Angel Heart (1987),"10,11,13,16",92563,http://www.imdb.com/title/tt092563,,,3,no,
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),"8,14",91635,http://www.imdb.com/title/tt091635,,,2.7,no,
3708,Firestarter (1984),"11,16",87262,http://www.imdb.com/title/tt087262,,,3,no,
3709,Sleepwalkers (1992),11,105428,http://www.imdb.com/title/tt0105428,,,2,no,
3710,1 Jackson (1988),"1,5,6,16",94612,http://www.imdb.com/title/tt094612,,,1.7,no,
3711,Sarafina! (1992),8,105316,http://www.imdb.com/title/tt0105316,,,4,yes,
3712,Soapdish (1991),5,102951,http://www.imdb.com/title/tt0102951,,,2.8,no,
3713,"Long Walk Home, The (1990)",8,100046,http://www.imdb.com/title/tt0100046,,,4,yes,
3714,Clara's Heart (1988),8,94882,http://www.imdb.com/title/tt094882,,,2.5,no,
3715,Burglar (1987),"5,6",92710,http://www.imdb.com/title/tt092710,,,2.8,no,
3716,Fatal Beauty (1987),"1,5,6,8",93011,http://www.imdb.com/title/tt093011,,,1,no,
3717,Gone in 60 Seconds (2000),"1,6",187078,http://www.imdb.com/title/tt0187078,,,3.2,yes,
3719,Love's Labour's Lost (2000),"5,14",182295,http://www.imdb.com/title/tt0182295,,,3,no,
3720,Sunshine (1999),8,145503,http://www.imdb.com/title/tt0145503,,,4,yes,
3723,Hamlet (1990),8,99726,http://www.imdb.com/title/tt099726,,,3.8,yes,
3724,Coming Home (1978),"8,17",77362,http://www.imdb.com/title/tt077362,,,3.3,yes,
3725,American Pop (1981),"3,12",82009,http://www.imdb.com/title/tt082009,,,3.5,yes,
3726,Assault on Precinct 13 (1976),"1,16",74156,http://www.imdb.com/title/tt074156,,,3.6,yes,
3727,Near Dark (1987),"11,18",93605,http://www.imdb.com/title/tt093605,,,4.3,yes,
3728,One False Move (1992),"6,8,10,16",102592,http://www.imdb.com/title/tt0102592,,,3.8,yes,
3729,Shaft (1971),"1,6,8,16",67741,http://www.imdb.com/title/tt067741,,,4,yes,
3730,"Conversation, The (1974)","8,13",71360,http://www.imdb.com/title/tt071360,,,4.2,yes,
3731,Cutter's Way (1981),"8,16",82220,http://www.imdb.com/title/tt082220,,,3,no,
3732,"Fury, The (1978)",11,77588,http://www.imdb.com/title/tt077588,,,3,no,
3733,"Paper Chase, The (1973)",8,70509,http://www.imdb.com/title/tt070509,,,3.8,yes,
3735,Serpico (1973),"6,8",70666,http://www.imdb.com/title/tt070666,,,3.8,yes,
3736,"Ace in the Hole (Big Carnival, The) (1951)",8,43338,http://www.imdb.com/title/tt043338,,,3,no,
3737,Lonely Are the Brave (1962),"8,18",56195,http://www.imdb.com/title/tt056195,,,4,yes,
3738,"Sugarland Express, The (1974)",8,72226,http://www.imdb.com/title/tt072226,,,3,no,
3739,Trouble in Paradise (1932),"5,14",23622,http://www.imdb.com/title/tt023622,,,3.5,yes,
3740,Big Trouble in Little China (1986),"1,2,5,9",90728,http://www.imdb.com/title/tt090728,,,3.9,yes,
3741,Badlands (1973),"6,8,16",69762,http://www.imdb.com/title/tt069762,,,4.1,yes,
3742,Battleship Potemkin (1925),"8,17",15648,http://www.imdb.com/title/tt015648,,,3.6,yes,
3743,Boys and Girls (2000),"5,14",204175,http://www.imdb.com/title/tt0204175,,,2,no,
3744,Shaft (2000),"1,6,16",162650,http://www.imdb.com/title/tt0162650,,,2.7,no,
3745,Titan A.E. (2000),"1,2,3,4,15",120913,http://www.imdb.com/title/tt0120913,,,3.4,yes,
3746,Butterfly (La lengua de las mariposas) (1999),8,188030,http://www.imdb.com/title/tt0188030,,,4,yes,
3747,Jesus' Son (1999),8,186253,http://www.imdb.com/title/tt0186253,,,3.5,yes,
3751,Chicken Run (2000),"3,4,5",120630,http://www.imdb.com/title/tt0120630,,,3.6,yes,
3752,"Me, Myself & Irene (2000)","2,5",183505,http://www.imdb.com/title/tt0183505,,,3.1,yes,
3753,"Patriot, The (2000)","1,8,17",187393,http://www.imdb.com/title/tt0187393,,,3.4,yes,
3754,"2s of Rocky and Bullwinkle, The (2000)","2,3,4,5,9",131704,http://www.imdb.com/title/tt0131704,,,2.2,no,
3755,"Perfect Storm, The (2000)","8,16",177971,http://www.imdb.com/title/tt0177971,,,3.2,yes,
3756,"Golden Bowl, The (2000)",8,200669,http://www.imdb.com/title/tt0200669,,,4,yes,
3758,Communion (1989),"8,15,16",97100,http://www.imdb.com/title/tt097100,,,3.5,yes,
3760,"Kentucky Fried Movie, The (1977)",5,76257,http://www.imdb.com/title/tt076257,,,3.5,yes,
3761,"Blood In, Blood Out (1993)","1,6,8,16",106469,http://www.imdb.com/title/tt0106469,,,4,yes,
3763,F/X (1986),"1,6,16",89118,http://www.imdb.com/title/tt089118,,,3.2,yes,
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),"1,6,16",101846,http://www.imdb.com/title/tt0101846,,,2.3,no,
3765,"Hot Spot, The (1990)","6,8,14",99797,http://www.imdb.com/title/tt099797,,,3,no,
3766,Missing in 1 (1984),"1,17",87727,http://www.imdb.com/title/tt087727,,,2.1,no,
3767,Missing in 1 2: The Beginning (1985),"1,17",89604,http://www.imdb.com/title/tt089604,,,1.7,no,
3768,Braddock: Missing in 1 III (1988),"1,17",94792,http://www.imdb.com/title/tt094792,,,1.2,no,
3769,Thunderbolt and Lightfoot (1974),1,72288,http://www.imdb.com/title/tt072288,,,3.3,yes,
3770,Dreamscape (1984),"11,15,16",87175,http://www.imdb.com/title/tt087175,,,2.7,no,
3771,The Golden Voyage of Sinbad (1973),"1,2,9",71569,http://www.imdb.com/title/tt071569,,,4,yes,
3773,House Party (1990),5,99800,http://www.imdb.com/title/tt099800,,,2,no,
3774,House Party 2 (1991),"5,8,14",102065,http://www.imdb.com/title/tt0102065,,,0.8,no,
3783,Croupier (1998),"6,8",159382,http://www.imdb.com/title/tt0159382,,,4,yes,
3784,"Kid, The (2000)","5,9",219854,http://www.imdb.com/title/tt0219854,,,2.6,no,
3785,Scary Movie (2000),"5,11",175142,http://www.imdb.com/title/tt0175142,,,2.9,no,
3786,But I'm a Cheerleader (1999),5,179116,http://www.imdb.com/title/tt0179116,,,2.6,no,
3787,Shower (Xizao) (1999),5,215369,http://www.imdb.com/title/tt0215369,,,4,yes,
3788,Blow-Up (Blowup) (1966),"8,13",60176,http://www.imdb.com/title/tt060176,,,3.7,yes,
3789,"Pawnbroker, The (1964)",8,59575,http://www.imdb.com/title/tt059575,,,3.5,yes,
3790,Groove (2000),8,212974,http://www.imdb.com/title/tt0212974,,,4,yes,
3791,Footloose (1984),8,87277,http://www.imdb.com/title/tt087277,,,3.2,yes,
3792,Duel in the Sun (1946),"8,14,18",38499,http://www.imdb.com/title/tt038499,,,5,yes,
3793,X-Men (2000),"1,2,15",120903,http://www.imdb.com/title/tt0120903,,,3.7,yes,
3794,Chuck & Buck (2000),"5,8",200530,http://www.imdb.com/title/tt0200530,,,2.5,no,
3795,"Five Senses, The (1999)",8,168794,http://www.imdb.com/title/tt0168794,,,5,yes,
3797,"In Crowd, The (2000)",16,163676,http://www.imdb.com/title/tt0163676,,,2.7,no,
3798,What Lies Beneath (2000),"8,11,13",161081,http://www.imdb.com/title/tt0161081,,,3.2,yes,
3799,Pokémon the Movie 2000 (2000),"3,4",210234,http://www.imdb.com/title/tt0210234,,,1.6,no,
3801,Anatomy of a Murder (1959),"8,13",52561,http://www.imdb.com/title/tt052561,,,4,yes,
3802,Freejack (1992),"1,15",104299,http://www.imdb.com/title/tt0104299,,,2,no,
3806,Mackenna's Gold (1969),18,64615,http://www.imdb.com/title/tt064615,,,3,no,
3807,Sinbad and the Eye of the Tiger (1977),"2,9",76716,http://www.imdb.com/title/tt076716,,,3,no,
3808,"Two Women (Ciociara, La) (1960)","8,17",54749,http://www.imdb.com/title/tt054749,,,4,yes,
3809,What About Bob? (1991),5,103241,http://www.imdb.com/title/tt0103241,,,3.3,yes,
3810,White Sands (1992),"8,16",105813,http://www.imdb.com/title/tt0105813,,,3,no,
3811,Breaker Morant (1980),"8,17",80310,http://www.imdb.com/title/tt080310,,,3.9,yes,
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),5,68555,http://www.imdb.com/title/tt068555,,,3.5,yes,
3813,Interiors (1978),8,77742,http://www.imdb.com/title/tt077742,,,4.2,yes,
3814,Love and Death (1975),5,73312,http://www.imdb.com/title/tt073312,,,4.2,yes,
3816,"Official Story, The (La historia oficial) (1985)",8,89276,http://www.imdb.com/title/tt089276,,,4,yes,
3819,Tampopo (1985),5,92048,http://www.imdb.com/title/tt092048,,,4,yes,
3821,Nutty Professor II: The Klumps (2000),5,144528,http://www.imdb.com/title/tt0144528,,,2.3,no,
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)","8,14",144201,http://www.imdb.com/title/tt0144201,,,4.1,yes,
3823,Wonderland (1999),8,171865,http://www.imdb.com/title/tt0171865,,,4,yes,
3824,Autumn in New York (2000),"8,14",174480,http://www.imdb.com/title/tt0174480,,,2.4,no,
3825,Coyote Ugly (2000),"5,8,14",200550,http://www.imdb.com/title/tt0200550,,,2.7,no,
3826,Hollow Man (2000),"11,15,16",164052,http://www.imdb.com/title/tt0164052,,,2.3,no,
3827,Space Cowboys (2000),"1,2,5,15",186566,http://www.imdb.com/title/tt0186566,,,2.9,no,
3830,Psycho Beach Party (2000),"5,11,16",206226,http://www.imdb.com/title/tt0206226,,,1.5,no,
3831,Saving Grace (2000),5,195234,http://www.imdb.com/title/tt0195234,,,3.9,yes,
3832,"Black Sabbath (Tre volti della paura, I) (1963)",11,57603,http://www.imdb.com/title/tt057603,,,4,yes,
3833,"Brain That Wouldn't Die, The (1962)","11,15",52646,http://www.imdb.com/title/tt052646,,,1.5,no,
3834,Bronco Billy (1980),"2,8,14",80472,http://www.imdb.com/title/tt080472,,,3,no,
3835,"Crush, The (1993)",16,106627,http://www.imdb.com/title/tt0106627,,,2.2,no,
3836,Kelly's Heroes (1970),"1,5,17",65938,http://www.imdb.com/title/tt065938,,,4.1,yes,
3837,Phantasm II (1988),"1,9,11,15,16",95863,http://www.imdb.com/title/tt095863,,,2.5,no,
3838,Phantasm III: Lord of the Dead (1994),11,110823,http://www.imdb.com/title/tt0110823,,,2,no,
3839,Phantasm IV: Oblivion (1998),11,138703,http://www.imdb.com/title/tt0138703,,,1.7,no,
3840,Pumpkinhead (1988),11,95925,http://www.imdb.com/title/tt095925,,,2.4,no,
3841,Air America (1990),"1,5",99005,http://www.imdb.com/title/tt099005,,,2.8,no,
3843,Sleepaway Camp (1983),11,86320,http://www.imdb.com/title/tt086320,,,2.4,no,
3844,Steel Magnolias (1989),8,98384,http://www.imdb.com/title/tt098384,,,3.3,yes,
3845,And God Created Woman (Et Dieu... créa la femme) (1956),8,49189,http://www.imdb.com/title/tt049189,,,4,yes,
3846,Easy Money (1983),5,85470,http://www.imdb.com/title/tt085470,,,3.6,yes,
3847,"Ilsa, She Wolf of the SS (1974)",11,71650,http://www.imdb.com/title/tt071650,,,2,no,
3849,The Spiral Staircase (1945),"11,13,16",38975,http://www.imdb.com/title/tt038975,,,4,yes,
3851,I'm the One That I Want (2000),5,251739,http://www.imdb.com/title/tt0251739,,,5,yes,
3852,"Tao of Steve, The (2000)",5,234853,http://www.imdb.com/title/tt0234853,,,3.4,yes,
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)","8,14",204709,http://www.imdb.com/title/tt0204709,,,4.8,yes,
3857,Bless the Child (2000),16,163983,http://www.imdb.com/title/tt0163983,,,4,yes,
3858,Cecil B. DeMented (2000),5,173716,http://www.imdb.com/title/tt0173716,,,3.5,yes,
3859,"Eyes of Tammy Faye, The (2000)",7,233687,http://www.imdb.com/title/tt0233687,,,3.8,yes,
3861,"Replacements, The (2000)",5,191397,http://www.imdb.com/title/tt0191397,,,2.7,no,
