movieId,title,genres,imdbId,links
1959,Out of Africa (1985),"8,14",89755,http://www.imdb.com/title/tt089755
1960,"Last Emperor, The (1987)",8,93389,http://www.imdb.com/title/tt093389
1961,Rain Man (1988),8,95953,http://www.imdb.com/title/tt095953
1962,Driving Miss Daisy (1989),8,97239,http://www.imdb.com/title/tt097239
1963,Take the Money and Run (1969),"5,6",65063,http://www.imdb.com/title/tt065063
1964,Klute (1971),"8,13",67309,http://www.imdb.com/title/tt067309
1965,Repo Man (1984),"5,15",87995,http://www.imdb.com/title/tt087995
1966,Metropolitan (1990),5,100142,http://www.imdb.com/title/tt0100142
1967,Labyrinth (1986),"2,9,12",91369,http://www.imdb.com/title/tt091369
1968,"Breakfast Club, The (1985)","5,8",88847,http://www.imdb.com/title/tt088847
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",11,89686,http://www.imdb.com/title/tt089686
1970,"Nightmare on Elm Street 3: Dream 17riors, A (1987)","11,16",93629,http://www.imdb.com/title/tt093629
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)","11,16",95742,http://www.imdb.com/title/tt095742
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",11,97981,http://www.imdb.com/title/tt097981
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",11,101917,http://www.imdb.com/title/tt0101917
1974,Friday the 13th (1980),"11,13,16",80761,http://www.imdb.com/title/tt080761
1975,Friday the 13th Part 2 (1981),11,82418,http://www.imdb.com/title/tt082418
1976,Friday the 13th Part 3: 3D (1982),11,83972,http://www.imdb.com/title/tt083972
1977,Friday the 13th Part IV: The Final Chapter (1984),11,87298,http://www.imdb.com/title/tt087298
1978,Friday the 13th Part V: A New Beginning (1985),11,89173,http://www.imdb.com/title/tt089173
1979,Friday the 13th Part VI: Jason Lives (1986),11,91080,http://www.imdb.com/title/tt091080
1980,Friday the 13th Part VII: The New Blood (1988),11,95179,http://www.imdb.com/title/tt095179
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),11,97388,http://www.imdb.com/title/tt097388
1982,Halloween (1978),11,77651,http://www.imdb.com/title/tt077651
1983,Halloween II (1981),11,82495,http://www.imdb.com/title/tt082495
1984,Halloween III: Season of the Witch (1982),11,85636,http://www.imdb.com/title/tt085636
1985,Halloween 4: The Return of Michael Myers (1988),11,95271,http://www.imdb.com/title/tt095271
1986,Halloween 5: The Revenge of Michael Myers (1989),11,97474,http://www.imdb.com/title/tt097474
1987,Prom Night (1980),11,81383,http://www.imdb.com/title/tt081383
1990,Prom Night IV: Deliver Us From Evil (1992),11,105179,http://www.imdb.com/title/tt0105179
1991,Child's Play (1988),"11,16",94862,http://www.imdb.com/title/tt094862
1992,Child's Play 2 (1990),"11,16",99253,http://www.imdb.com/title/tt099253
1993,Child's Play 3 (1991),"5,11,16",103956,http://www.imdb.com/title/tt0103956
1994,Poltergeist (1982),"11,16",84516,http://www.imdb.com/title/tt084516
1995,Poltergeist II: The Other Side (1986),"11,16",91778,http://www.imdb.com/title/tt091778
1996,Poltergeist III (1988),"11,16",95889,http://www.imdb.com/title/tt095889
1997,"Exorcist, The (1973)","11,13",70047,http://www.imdb.com/title/tt070047
1998,Exorcist II: The Heretic (1977),11,76009,http://www.imdb.com/title/tt076009
1999,"Exorcist III, The (1990)",11,99528,http://www.imdb.com/title/tt099528
2000,Lethal Weapon (1987),"1,5,6,8",93409,http://www.imdb.com/title/tt093409
2001,Lethal Weapon 2 (1989),"1,5,6,8",97733,http://www.imdb.com/title/tt097733
2002,Lethal Weapon 3 (1992),"1,5,6,8",104714,http://www.imdb.com/title/tt0104714
2003,Gremlins (1984),"5,11",87363,http://www.imdb.com/title/tt087363
2004,Gremlins 2: The New Batch (1990),"5,11",99700,http://www.imdb.com/title/tt099700
2005,"Goonies, The (1985)","1,2,4,5,9",89218,http://www.imdb.com/title/tt089218
2006,"Mask of Zorro, The (1998)","1,5,14",120746,http://www.imdb.com/title/tt0120746
2007,Polish Wedding (1998),5,119910,http://www.imdb.com/title/tt0119910
2008,"This World, Then the Fireworks (1997)","6,8,10",117898,http://www.imdb.com/title/tt0117898
2009,Soylent Green (1973),"8,13,15,16",70723,http://www.imdb.com/title/tt070723
2010,Metropolis (1927),"8,15",17136,http://www.imdb.com/title/tt017136
2011,Back to the Future Part II (1989),"2,5,15",96874,http://www.imdb.com/title/tt096874
2012,Back to the Future Part III (1990),"2,5,15,18",99088,http://www.imdb.com/title/tt099088
2013,"Poseidon 2, The (1972)","1,2,8",69113,http://www.imdb.com/title/tt069113
2014,Freaky Friday (1977),"4,5,9",76054,http://www.imdb.com/title/tt076054
2015,"Absent-Minded Professor, The (1961)","4,5,9",54594,http://www.imdb.com/title/tt054594
2016,"Apple Dumpling Gang Rides Again, The (1979)","4,5,18",78790,http://www.imdb.com/title/tt078790
2017,Babes in Toyland (1961),"4,9,12",54649,http://www.imdb.com/title/tt054649
2018,Bambi (1942),"3,4,8",34492,http://www.imdb.com/title/tt034492
2019,Seven Samurai (Shichinin no samurai) (1954),"1,2,8",47478,http://www.imdb.com/title/tt047478
2020,Dangerous Liaisons (1988),"8,14",94947,http://www.imdb.com/title/tt094947
2021,Dune (1984),"2,15",87182,http://www.imdb.com/title/tt087182
2022,"Last Temptation of Christ, The (1988)",8,95497,http://www.imdb.com/title/tt095497
2023,"Godfather: Part III, The (1990)","6,8,13,16",99674,http://www.imdb.com/title/tt099674
2024,"Rapture, The (1991)","8,13",102757,http://www.imdb.com/title/tt0102757
2025,Lolita (1997),"8,14",119558,http://www.imdb.com/title/tt0119558
2026,Disturbing Behavior (1998),"11,16",134619,http://www.imdb.com/title/tt0134619
2027,Jane Austen's Mafia! (1998),"5,6",120741,http://www.imdb.com/title/tt0120741
2028,Saving Private Ryan (1998),"1,8,17",120815,http://www.imdb.com/title/tt0120815
2032,"Barefoot Executive, The (1971)","4,5",66811,http://www.imdb.com/title/tt066811
2033,"Black Cauldron, The (1985)","2,3,4,9",88814,http://www.imdb.com/title/tt088814
2034,"Black Hole, The (1979)","4,15",78869,http://www.imdb.com/title/tt078869
2035,Blackbeard's Ghost (1968),"4,5",62737,http://www.imdb.com/title/tt062737
2036,Blank Check (1994),"4,5",109287,http://www.imdb.com/title/tt0109287
2037,Candleshoe (1977),"2,4,5",75807,http://www.imdb.com/title/tt075807
2038,"Cat from Outer Space, The (1978)","4,5,15",77305,http://www.imdb.com/title/tt077305
2040,"Computer Wore Tennis Shoes, The (1969)","4,5",65566,http://www.imdb.com/title/tt065566
2041,Condorman (1981),"1,2,4,5",82199,http://www.imdb.com/title/tt082199
2042,D2: The Mighty Ducks (1994),"4,5",109520,http://www.imdb.com/title/tt0109520
2043,Darby O'Gill and the Little People (1959),"2,4,9",52722,http://www.imdb.com/title/tt052722
2044,"Devil and Max Devlin, The (1981)","5,9",82263,http://www.imdb.com/title/tt082263
2046,Flight of the Navigator (1986),"2,4,15",91059,http://www.imdb.com/title/tt091059
2048,"Great Mouse Detective, The (1986)","1,3,4,6",91149,http://www.imdb.com/title/tt091149
2050,Herbie Goes Bananas (1980),"2,4,5",80861,http://www.imdb.com/title/tt080861
2051,Herbie Goes to Monte Carlo (1977),"2,4,5",76137,http://www.imdb.com/title/tt076137
2052,Hocus Pocus (1993),"4,5,9,11",107120,http://www.imdb.com/title/tt0107120
2053,"Honey, I Blew Up the Kid (1992)","4,5,15",104437,http://www.imdb.com/title/tt0104437
2054,"Honey, I Shrunk the Kids (1989)","2,4,5,9,15",97523,http://www.imdb.com/title/tt097523
2055,Hot Lead and Cold Feet (1978),"1,5,18",77698,http://www.imdb.com/title/tt077698
2056,In Search of the Castaways (1962),"2,4",56095,http://www.imdb.com/title/tt056095
2057,"Incredible Journey, The (1963)","2,4",57180,http://www.imdb.com/title/tt057180
2058,"Negotiator, The (1998)","1,6,8,13,16",120768,http://www.imdb.com/title/tt0120768
2059,"Parent Trap, The (1998)","4,5,14",120783,http://www.imdb.com/title/tt0120783
2060,BASEketball (1998),5,131857,http://www.imdb.com/title/tt0131857
2064,Roger & Me (1989),7,98213,http://www.imdb.com/title/tt098213
2065,"Purple Rose of Cairo, The (1985)","5,8,9,14",89853,http://www.imdb.com/title/tt089853
2066,Out of the Past (1947),10,39689,http://www.imdb.com/title/tt039689
2067,Doctor Zhivago (1965),"8,14,17",59113,http://www.imdb.com/title/tt059113
2068,Fanny and Alexander (Fanny och Alexander) (1982),"8,9,13",83922,http://www.imdb.com/title/tt083922
2069,"Trip to Bountiful, The (1985)",8,90203,http://www.imdb.com/title/tt090203
2070,Tender Mercies (1983),"8,14,18",86423,http://www.imdb.com/title/tt086423
2071,And the Band Played On (1993),8,106273,http://www.imdb.com/title/tt0106273
2072,"'burbs, The (1989)",5,96734,http://www.imdb.com/title/tt096734
2073,Fandango (1985),5,89126,http://www.imdb.com/title/tt089126
2074,"Night Porter, The (Portiere di notte, Il) (1974)","6,8,14",71910,http://www.imdb.com/title/tt071910
2075,Mephisto (1981),"8,17",82736,http://www.imdb.com/title/tt082736
2076,Blue Velvet (1986),"8,13,16",90756,http://www.imdb.com/title/tt090756
2077,"Journey of Natty Gann, The (1985)","2,4",89385,http://www.imdb.com/title/tt089385
2078,"Jungle Book, The (1967)","3,4,5,12",61852,http://www.imdb.com/title/tt061852
2080,Lady and the Tramp (1955),"3,4,5,14",48280,http://www.imdb.com/title/tt048280
2081,"Little Mermaid, The (1989)","3,4,5,12,14",97757,http://www.imdb.com/title/tt097757
2082,"Mighty Ducks, The (1992)","4,5",104868,http://www.imdb.com/title/tt0104868
2083,"Muppet Christmas Carol, The (1992)","4,5,12",104940,http://www.imdb.com/title/tt0104940
2084,Newsies (1992),"4,12",104990,http://www.imdb.com/title/tt0104990
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),"2,3,4",55254,http://www.imdb.com/title/tt055254
2087,Peter Pan (1953),"3,4,9,12",46183,http://www.imdb.com/title/tt046183
2088,Popeye (1980),"2,5,12",81353,http://www.imdb.com/title/tt081353
2089,"Rescuers Down Under, The (1990)","2,3,4",100477,http://www.imdb.com/title/tt0100477
2090,"Rescuers, The (1977)","2,3,4,6,8",76618,http://www.imdb.com/title/tt076618
2091,Return from Witch Mountain (1978),"4,15",78158,http://www.imdb.com/title/tt078158
2092,"Return of Jafar, The (1994)","2,3,4,9,12,14",107952,http://www.imdb.com/title/tt0107952
2093,Return to Oz (1985),"2,4,9",89908,http://www.imdb.com/title/tt089908
2094,"Rocketeer, The (1991)","1,2,15",102803,http://www.imdb.com/title/tt0102803
2095,"Shaggy D.A., The (1976)","4,5",75200,http://www.imdb.com/title/tt075200
2096,Sleeping Beauty (1959),"3,4,12",53285,http://www.imdb.com/title/tt053285
2097,Something Wicked This Way Comes (1983),"4,8,9,13,16",86336,http://www.imdb.com/title/tt086336
2098,Son of Flubber (1963),"4,5",57518,http://www.imdb.com/title/tt057518
2099,Song of the South (1946),"2,3,4,12",38969,http://www.imdb.com/title/tt038969
2100,Splash (1984),"5,9,14",88161,http://www.imdb.com/title/tt088161
2102,Steamboat Willie (1928),"3,4,5,12",19422,http://www.imdb.com/title/tt019422
2103,Tall Tale (1995),"2,4,9,18",111359,http://www.imdb.com/title/tt0111359
2104,Tex (1982),8,84783,http://www.imdb.com/title/tt084783
2105,Tron (1982),"1,2,15",84827,http://www.imdb.com/title/tt084827
2106,Swing Kids (1993),"8,17",108265,http://www.imdb.com/title/tt0108265
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),"11,16",120694,http://www.imdb.com/title/tt0120694
2108,L.A. Story (1991),"5,14",102250,http://www.imdb.com/title/tt0102250
2109,"Jerk, The (1979)",5,79367,http://www.imdb.com/title/tt079367
2110,Dead Men Don't Wear Plaid (1982),"5,6,16",83798,http://www.imdb.com/title/tt083798
2111,"Man with Two Brains, The (1983)",5,85894,http://www.imdb.com/title/tt085894
2112,Grand Canyon (1991),"6,8",101969,http://www.imdb.com/title/tt0101969
2114,"Outsiders, The (1983)",8,86066,http://www.imdb.com/title/tt086066
2115,Indiana Jones and the Temple of Doom (1984),"1,2,9",87469,http://www.imdb.com/title/tt087469
2116,"Lord of the Rings, The (1978)","2,3,4,9",77869,http://www.imdb.com/title/tt077869
2117,1984 (Nineteen Eighty-Four) (1984),"8,15",87803,http://www.imdb.com/title/tt087803
2118,"Dead Zone, The (1983)",16,85407,http://www.imdb.com/title/tt085407
2119,Maximum Overdrive (1986),11,91499,http://www.imdb.com/title/tt091499
2120,Needful Things (1993),"8,11",107665,http://www.imdb.com/title/tt0107665
2121,Cujo (1983),"11,16",85382,http://www.imdb.com/title/tt085382
2122,4 of the Corn (1984),"11,16",87050,http://www.imdb.com/title/tt087050
2123,All Dogs Go to Heaven (1989),"3,4,5,8,9",96787,http://www.imdb.com/title/tt096787
2124,"Addams Family, The (1991)","4,5,9",101272,http://www.imdb.com/title/tt0101272
2125,Ever After: A Cinderella Story (1998),"5,8,14",120631,http://www.imdb.com/title/tt0120631
2126,Snake Eyes (1998),"1,6,13,16",120832,http://www.imdb.com/title/tt0120832
2130,Atlantic City (1980),"6,8,14",80388,http://www.imdb.com/title/tt080388
2131,Autumn Sonata (Höstsonaten) (1978),8,77711,http://www.imdb.com/title/tt077711
2132,Who's Afraid of Virginia Woolf? (1966),8,61184,http://www.imdb.com/title/tt061184
2133,2s in Babysitting (1987),"2,5",92513,http://www.imdb.com/title/tt092513
2134,Weird Science (1985),"5,9,15",90305,http://www.imdb.com/title/tt090305
2135,Doctor Dolittle (1967),"2,4,12",61584,http://www.imdb.com/title/tt061584
2136,"Nutty Professor, The (1963)","5,15",57372,http://www.imdb.com/title/tt057372
2137,Charlotte's Web (1973),"3,4",70016,http://www.imdb.com/title/tt070016
2138,Watership Down (1978),"2,3,4,8,9",78480,http://www.imdb.com/title/tt078480
2139,"Secret of NIMH, The (1982)","2,3,4,8",84649,http://www.imdb.com/title/tt084649
2140,"Dark Crystal, The (1982)","2,9",83791,http://www.imdb.com/title/tt083791
2141,"American Tail, An (1986)","2,3,4,5",90633,http://www.imdb.com/title/tt090633
2142,"American Tail: Fievel Goes West, An (1991)","2,3,4,12,18",101329,http://www.imdb.com/title/tt0101329
2143,Legend (1985),"2,9,14",89469,http://www.imdb.com/title/tt089469
2144,Sixteen Candles (1984),"5,14",88128,http://www.imdb.com/title/tt088128
2145,Pretty in Pink (1986),"5,8,14",91790,http://www.imdb.com/title/tt091790
2146,St. Elmo's Fire (1985),"8,14",90060,http://www.imdb.com/title/tt090060
2147,"Clan of the Cave Bear, The (1986)","2,8,9",90848,http://www.imdb.com/title/tt090848
2148,House (1986),"5,9,11",91223,http://www.imdb.com/title/tt091223
2149,House II: The Second Story (1987),"5,9,11",93220,http://www.imdb.com/title/tt093220
2150,"Gods Must Be Crazy, The (1980)","2,5",80801,http://www.imdb.com/title/tt080801
2151,"Gods Must Be Crazy II, The (1989)",5,97443,http://www.imdb.com/title/tt097443
2152,Air Bud: Golden Receiver (1998),"4,5",140796,http://www.imdb.com/title/tt0140796
2153,"Avengers, The (1998)","1,2",118661,http://www.imdb.com/title/tt0118661
2154,How Stella Got Her Groove Back (1998),"8,14",120703,http://www.imdb.com/title/tt0120703
2155,"Slums of Beverly Hills, The (1998)","5,8",120831,http://www.imdb.com/title/tt0120831
2156,"Best Man, The (Testimone dello sposo, Il) (1998)","5,8,14",133413,http://www.imdb.com/title/tt0133413
2159,Henry: Portrait of a Serial Killer (1986),"6,11,16",99763,http://www.imdb.com/title/tt099763
2160,Rosemary's Baby (1968),"8,11,16",63522,http://www.imdb.com/title/tt063522
2161,"NeverEnding Story, The (1984)","2,4,9",88323,http://www.imdb.com/title/tt088323
2162,"NeverEnding Story II: The Next Chapter, The (1990)","2,4,9",100240,http://www.imdb.com/title/tt0100240
2163,Attack of the Killer Tomatoes! (1978),"5,11",80391,http://www.imdb.com/title/tt080391
2164,Surf Nazis Must Die (1987),"1,5,8,11",94077,http://www.imdb.com/title/tt094077
2165,Your Friends and Neighbors (1998),"5,8",119517,http://www.imdb.com/title/tt0119517
2166,Return to Paradise (1998),"6,8,14,16",124595,http://www.imdb.com/title/tt0124595
2167,Blade (1998),"1,11,16",120611,http://www.imdb.com/title/tt0120611
2169,Dead Man on Campus (1998),5,118301,http://www.imdb.com/title/tt0118301
2170,Wrongfully Accused (1998),"1,5",120901,http://www.imdb.com/title/tt0120901
2171,Next Stop Wonderland (1998),"5,8,14",119778,http://www.imdb.com/title/tt0119778
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)","5,8",120692,http://www.imdb.com/title/tt0120692
2174,Beetlejuice (1988),"5,9",94721,http://www.imdb.com/title/tt094721
2175,Déjà Vu (1997),"8,14",119033,http://www.imdb.com/title/tt0119033
2176,Rope (1948),"6,8,16",40746,http://www.imdb.com/title/tt040746
2177,Family Plot (1976),"5,16",74512,http://www.imdb.com/title/tt074512
2178,Frenzy (1972),16,68611,http://www.imdb.com/title/tt068611
2179,Topaz (1969),16,65112,http://www.imdb.com/title/tt065112
2180,Torn Curtain (1966),16,61107,http://www.imdb.com/title/tt061107
2181,Marnie (1964),"8,13,14,16",58329,http://www.imdb.com/title/tt058329
2182,"Wrong Man, The (1956)","8,10,16",51207,http://www.imdb.com/title/tt051207
2183,"Man Who Knew Too Much, The (1956)","2,8,13,16",49470,http://www.imdb.com/title/tt049470
2184,"Trouble with Harry, The (1955)","5,13",48750,http://www.imdb.com/title/tt048750
2185,I Confess (1953),16,45897,http://www.imdb.com/title/tt045897
2186,Strangers on a Train (1951),"6,8,10,16",44079,http://www.imdb.com/title/tt044079
2187,Stage Fright (1950),"13,14,16",42994,http://www.imdb.com/title/tt042994
2188,54 (1998),8,120577,http://www.imdb.com/title/tt0120577
2190,Why Do Fools Fall In Love? (1998),8,123324,http://www.imdb.com/title/tt0123324
2193,Willow (1988),"1,2,9",96446,http://www.imdb.com/title/tt096446
2194,"Untouchables, The (1987)","1,6,8",94226,http://www.imdb.com/title/tt094226
2195,Dirty Work (1998),5,120654,http://www.imdb.com/title/tt0120654
2196,Knock Off (1998),1,120724,http://www.imdb.com/title/tt0120724
2201,"Paradine Case, The (1947)",8,39694,http://www.imdb.com/title/tt039694
2202,Lifeboat (1944),"8,17",37017,http://www.imdb.com/title/tt037017
2203,Shadow of a Doubt (1943),"6,8,16",36342,http://www.imdb.com/title/tt036342
2204,Saboteur (1942),"13,16",35279,http://www.imdb.com/title/tt035279
2205,Mr. & Mrs. Smith (1941),"5,14",33922,http://www.imdb.com/title/tt033922
2206,Suspicion (1941),"10,13,16",34248,http://www.imdb.com/title/tt034248
2207,Jamaica Inn (1939),8,31505,http://www.imdb.com/title/tt031505
2208,"Lady Vanishes, The (1938)","8,13,16",30341,http://www.imdb.com/title/tt030341
2210,Sabotage (1936),16,28212,http://www.imdb.com/title/tt028212
2211,Secret Agent (1936),16,28231,http://www.imdb.com/title/tt028231
2212,"Man Who Knew Too Much, The (1934)","8,16",25452,http://www.imdb.com/title/tt025452
2226,"Ring, The (1927)",8,18328,http://www.imdb.com/title/tt018328
2227,"Lodger: A Story of the London Fog, The (1927)","6,8,16",17075,http://www.imdb.com/title/tt017075
2231,Rounders (1998),8,128442,http://www.imdb.com/title/tt0128442
2232,Cube (1997),"11,13,15,16",123755,http://www.imdb.com/title/tt0123755
2236,Simon Birch (1998),8,124879,http://www.imdb.com/title/tt0124879
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),"5,8",73817,http://www.imdb.com/title/tt073817
2240,My Bodyguard (1980),8,81207,http://www.imdb.com/title/tt081207
2241,Class (1983),5,85346,http://www.imdb.com/title/tt085346
2243,Broadcast News (1987),"5,8,14",92699,http://www.imdb.com/title/tt092699
2244,"Allnighter, The (1987)","5,14",92537,http://www.imdb.com/title/tt092537
2245,Working Girl (1988),"5,8,14",96463,http://www.imdb.com/title/tt096463
2247,Married to the Mob (1988),5,95593,http://www.imdb.com/title/tt095593
2248,Say Anything... (1989),"5,8,14",98258,http://www.imdb.com/title/tt098258
2249,My Blue Heaven (1990),5,100212,http://www.imdb.com/title/tt0100212
2252,Hero (1992),"5,8",104412,http://www.imdb.com/title/tt0104412
2253,Toys (1992),"5,9",105629,http://www.imdb.com/title/tt0105629
2255,Young Doctors in Love (1982),5,84938,http://www.imdb.com/title/tt084938
2256,Parasite (1982),"11,15",84472,http://www.imdb.com/title/tt084472
2257,No Small Affair (1984),"5,14",87810,http://www.imdb.com/title/tt087810
2259,Blame It on Rio (1984),"5,14",86973,http://www.imdb.com/title/tt086973
2260,Wisdom (1986),"6,8",92225,http://www.imdb.com/title/tt092225
2261,One Crazy Summer (1986),5,91680,http://www.imdb.com/title/tt091680
2262,About Last Night... (1986),"5,8,14",90583,http://www.imdb.com/title/tt090583
2263,"Seventh Sign, The (1988)","8,9,16",96073,http://www.imdb.com/title/tt096073
2264,We're No Angels (1989),"5,6",98625,http://www.imdb.com/title/tt098625
2265,Nothing But Trouble (1991),"2,5",102558,http://www.imdb.com/title/tt0102558
2266,"Butcher's Wife, The (1991)","5,14",101523,http://www.imdb.com/title/tt0101523
2267,Mortal Thoughts (1991),"13,16",102469,http://www.imdb.com/title/tt0102469
2268,"Few Good Men, A (1992)","6,8,16",104257,http://www.imdb.com/title/tt0104257
2269,Indecent Proposal (1993),"8,14",107211,http://www.imdb.com/title/tt0107211
2271,Permanent Midnight (1998),8,120788,http://www.imdb.com/title/tt0120788
2272,One True Thing (1998),8,120776,http://www.imdb.com/title/tt0120776
2273,Rush Hour (1998),"1,5,6,16",120812,http://www.imdb.com/title/tt0120812
2275,Six-String Samurai (1998),"1,2,15",118736,http://www.imdb.com/title/tt0118736
2278,Ronin (1998),"1,6,16",122690,http://www.imdb.com/title/tt0122690
2279,Urban Legend (1998),"11,16",146336,http://www.imdb.com/title/tt0146336
2280,Clay Pigeons (1998),6,118863,http://www.imdb.com/title/tt0118863
2281,Monument Ave. (1998),"1,6,8",119802,http://www.imdb.com/title/tt0119802
2282,Pecker (1998),"5,8",126604,http://www.imdb.com/title/tt0126604
2283,"Sheltering Sky, The (1990)",8,100594,http://www.imdb.com/title/tt0100594
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",5,80731,http://www.imdb.com/title/tt080731
2287,Them! (1954),"11,15,16",47573,http://www.imdb.com/title/tt047573
2288,"Thing, The (1982)","1,11,15,16",84787,http://www.imdb.com/title/tt084787
2289,"Player, The (1992)","5,6,8",105151,http://www.imdb.com/title/tt0105151
2290,Stardust Memories (1980),"5,8",81554,http://www.imdb.com/title/tt081554
2291,Ed17d Scissorhands (1990),"8,9,14",99487,http://www.imdb.com/title/tt099487
2292,Overnight Delivery (1998),"5,14",117276,http://www.imdb.com/title/tt0117276
2294,Antz (1998),"2,3,4,5,9",120587,http://www.imdb.com/title/tt0120587
2295,"Impostors, The (1998)",5,120823,http://www.imdb.com/title/tt0120823
2296,"Night at the Roxbury, A (1998)",5,120770,http://www.imdb.com/title/tt0120770
2297,What Dreams May Come (1998),"2,8,9,14",120889,http://www.imdb.com/title/tt0120889
2298,Strangeland (1998),16,124102,http://www.imdb.com/title/tt0124102
2300,"Producers, The (1968)",5,63462,http://www.imdb.com/title/tt063462
2301,History of the World: Part I (1981),"5,12",82517,http://www.imdb.com/title/tt082517
2302,My Cousin Vinny (1992),5,104952,http://www.imdb.com/title/tt0104952
2303,Nashville (1975),"8,12",73440,http://www.imdb.com/title/tt073440
2304,Love Is the Devil (1998),8,119577,http://www.imdb.com/title/tt0119577
2306,Holy Man (1998),5,120701,http://www.imdb.com/title/tt0120701
2307,One Tough Cop (1998),"1,6",122642,http://www.imdb.com/title/tt0122642
2310,"Mighty, The (1998)",8,119670,http://www.imdb.com/title/tt0119670
2311,2010: The Year We Make Contact (1984),15,86837,http://www.imdb.com/title/tt086837
2312,4 of a Lesser God (1986),8,90830,http://www.imdb.com/title/tt090830
2313,"Elephant Man, The (1980)",8,80678,http://www.imdb.com/title/tt080678
2314,Beloved (1998),8,120603,http://www.imdb.com/title/tt0120603
2315,Bride of Chucky (Child's Play 4) (1998),"5,11,16",144120,http://www.imdb.com/title/tt0144120
2316,Practical Magic (1998),"8,9,13,14",120791,http://www.imdb.com/title/tt0120791
2318,Happiness (1998),"5,8",147612,http://www.imdb.com/title/tt0147612
2320,Apt Pupil (1998),"8,16",118636,http://www.imdb.com/title/tt0118636
2321,Pleasantville (1998),"5,8,9",120789,http://www.imdb.com/title/tt0120789
2322,Soldier (1998),"1,15,17",120157,http://www.imdb.com/title/tt0120157
2323,"Cruise, The (1998)",7,150230,http://www.imdb.com/title/tt0150230
2324,Life Is Beautiful (La Vita è bella) (1997),"5,8,14,17",118799,http://www.imdb.com/title/tt0118799
2325,Orgazmo (1997),5,124819,http://www.imdb.com/title/tt0124819
2327,Tales from the Darkside: The Movie (1990),"9,11,16",100740,http://www.imdb.com/title/tt0100740
2328,Vampires (1998),"11,18",120877,http://www.imdb.com/title/tt0120877
2329,American History X (1998),"6,8",120586,http://www.imdb.com/title/tt0120586
2330,Hands on a Hard Body (1996),"5,7",116481,http://www.imdb.com/title/tt0116481
2331,Living Out Loud (1998),"5,8,14",120722,http://www.imdb.com/title/tt0120722
2332,Belly (1998),"6,8",158493,http://www.imdb.com/title/tt0158493
2333,Gods and Monsters (1998),8,120684,http://www.imdb.com/title/tt0120684
2334,"Siege, The (1998)","1,16",133952,http://www.imdb.com/title/tt0133952
2335,"Waterboy, The (1998)",5,120484,http://www.imdb.com/title/tt0120484
2336,Elizabeth (1998),8,127536,http://www.imdb.com/title/tt0127536
2337,Velvet Goldmine (1998),8,120879,http://www.imdb.com/title/tt0120879
2338,I Still Know What You Did Last Summer (1998),"11,13,16",130018,http://www.imdb.com/title/tt0130018
2339,I'll Be Home For Christmas (1998),"5,14",155753,http://www.imdb.com/title/tt0155753
2340,Meet Joe Black (1998),14,119643,http://www.imdb.com/title/tt0119643
2342,Hard Core Logo (1996),"5,8",116488,http://www.imdb.com/title/tt0116488
2344,Runaway Train (1985),"1,2,8,16",89941,http://www.imdb.com/title/tt089941
2346,"Stepford Wives, The (1975)","13,15,16",73747,http://www.imdb.com/title/tt073747
2347,"Pope of Greenwich Village, The (1984)",8,87932,http://www.imdb.com/title/tt087932
2348,Sid and Nancy (1986),8,91954,http://www.imdb.com/title/tt091954
2349,Mona Lisa (1986),"5,16",91538,http://www.imdb.com/title/tt091538
2350,Heart Condition (1990),5,99750,http://www.imdb.com/title/tt099750
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",8,50783,http://www.imdb.com/title/tt050783
2352,"Big Chill, The (1983)","5,8",85244,http://www.imdb.com/title/tt085244
2353,Enemy of the State (1998),"1,16",120660,http://www.imdb.com/title/tt0120660
2354,"Rugrats Movie, The (1998)","3,4,5",134067,http://www.imdb.com/title/tt0134067
2355,"Bug's Life, A (1998)","2,3,4,5",120623,http://www.imdb.com/title/tt0120623
2356,Celebrity (1998),5,120533,http://www.imdb.com/title/tt0120533
2357,Central Station (Central do Brasil) (1998),8,140888,http://www.imdb.com/title/tt0140888
2358,Savior (1998),"8,17",120070,http://www.imdb.com/title/tt0120070
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),5,166396,http://www.imdb.com/title/tt0166396
2360,"Celebration, The (Festen) (1998)",8,154420,http://www.imdb.com/title/tt0154420
2361,Pink Flamingos (1972),5,69089,http://www.imdb.com/title/tt069089
2362,Glen or Glenda (1953),8,45826,http://www.imdb.com/title/tt045826
2363,Godzilla (Gojira) (1954),"8,11,15",47034,http://www.imdb.com/title/tt047034
